Date,Open,High,Low,Close,Adj Close,Volume,log_ret_1d,ret_3d_back,ret_5d_back,ret_10d_back,sma_9,sma_21,ema_9,ema_21,ema_crossover,rsi_14,volatility_14,volatility_21,volume_mean_14,volume_z_14,macd,macd_signal,fwd_ret_3d,y_3d,next_day_return
2000-02-02,0.079426996409893,0.0828130021691322,0.079035997390747,0.0812499970197677,0.0744928196072578,149040000,0.027627372671968516,0.04347267780660791,-0.03999527444696804,-0.14049362313339453,0.08342011107338794,0.08737595237436745,0.08272707680793501,0.08686476229863238,0,28.198435453611665,0.03329556204740997,0.03392674128813871,263609142.85714287,-0.7275751274596748,-0.003968495028642355,-0.002981144326251948,-0.024036903529419895,0,0.01602466348591891
2000-02-03,0.0838539972901344,0.085547000169754,0.0820309966802597,0.0825520008802414,0.0756865069270134,108240000,0.01589762394622091,0.06913251600233483,0.029223983348035665,-0.12431178488875017,0.08223377747668155,0.08678690486011047,0.08269206162239628,0.08647269307877865,0,30.980372865179064,0.03140286831877092,0.03405873909017005,261898285.7142857,-0.9656382666768419,-0.0037922014299473367,-0.003143355746991026,0.006311134119654227,1,0.02365779532058876
2000-02-04,0.085156001150608,0.085156001150608,0.0828130021691322,0.0845049992203712,0.0774770826101303,123696000,0.023382286508076024,0.06919634103667893,0.08527582841723236,-0.0935760731751859,0.08172733253902854,0.08643966664870577,0.08305464914199127,0.08629381181892343,0,35.045701242424244,0.029616778747711448,0.03407946360192165,227550857.14285713,-0.8088087323773282,-0.003455068954492782,-0.0032056983884913774,0.007703709085176369,1,-0.061629496346742085
2000-02-07,0.0848959982395172,0.0848959982395172,0.0791670009493827,0.0792969986796379,0.0727022439241409,217488000,-0.06361041473145314,-0.024036903529419895,0.02697692128364526,-0.10965276914502875,0.08072911037339099,0.08612966643912448,0.0823031190495206,0.0856577378971702,0,29.9753193461421,0.030006670979944056,0.033727471904519066,224396571.42857143,-0.05395442357335884,-0.0035670128535598977,-0.0032779612815050816,0.29392036860065485,1,0.0476184346555113
2000-02-08,0.0812499970197677,0.0859379991889,0.0791670009493827,0.0830729976296424,0.0761641934514045,468816000,0.04651943053316429,0.006311134119654227,0.05107799448568762,-0.05899344874513468,0.08055555489328167,0.08593123760961346,0.08245709476554497,0.08542276150921312,0,37.082875657620896,0.03401123967651985,0.03522993440261657,246120000.0,1.56655723424231,-0.0033128491789989056,-0.0032849388610038466,0.25392127925449204,1,0.02507437531328871
2000-02-09,0.0861980020999908,0.0876300036907196,0.0850260034203529,0.085156001150608,0.0780739858746528,589056000,0.024765171239186354,0.007703709085176369,0.048073898758297595,0.006155895536755551,0.0811053324076864,0.08569561867486859,0.08299687604255758,0.08539851056752173,0,40.66097505305597,0.03518908575503578,0.03489631366248062,275369142.85714287,1.8748740099864698,-0.0029097993049040094,-0.0032099109497838794,0.41896050070672763,1,0.20489455087276776
2000-02-10,0.0903650000691413,0.1041669994592666,0.0903650000691413,0.1026040017604827,0.0940708965063095,970080000,0.18639205346427018,0.29392036860065485,0.24290145201120983,0.279223983348035,0.08385411070452792,0.08646447601772486,0.0869183011861426,0.08696264613051818,0,60.7807514895275,0.06251080782601828,0.05298433649233123,305784000.0,2.7451334688621483,-0.0011689960864646881,-0.0028017279771200415,0.13198312197068818,1,0.015233301547365796
2000-02-11,0.1076819971203804,0.1078130006790161,0.0966150015592575,0.1041669994592666,0.095503881573677,423792000,0.015118439822673798,0.25392127925449204,0.23267262789531595,0.3377898074063357,0.0868488881323072,0.08741314283439086,0.0903680408407674,0.0885266782513135,1,62.022978587191744,0.06066331798799941,0.052418241318792025,317701714.28571427,0.43568211537143126,0.0003328865488134297,-0.0021748050719333474,0.16624264057841698,1,0.1599931135397623
2000-02-14,0.1044270023703575,0.1208330020308494,0.1033850014209747,0.1208330020308494,0.1107838526368141,650112000,0.1484140684969984,0.41896050070672763,0.5238029691264625,0.5649104818763719,0.09149299975898526,0.08898804762533728,0.0964610330787838,0.09146361677672585,1,72.15176127214303,0.0704408603135012,0.06024310607664541,347201142.85714287,1.1759008911803042,0.0028352633308947606,-0.0011727913913677258,0.04094905817517658,1,-0.038789103246276935
2000-02-15,0.1210940033197403,0.1212240010499954,0.1111980006098747,0.1161459982395172,0.1064866334199905,450480000,-0.03956143856972189,0.13198312197068818,0.39811974472525313,0.4695328973366608,0.09537033322784631,0.09015995228574385,0.10039802611093049,0.09370746963697961,1,66.75918928188553,0.0702595869679052,0.06105135243588417,362773714.28571427,0.3416450497616996,0.004389612207223781,-6.0310671649424497e-05,0.2085220900166347,1,0.04595938174279879
2000-02-16,0.1174480020999908,0.1255210041999817,0.1161459982395172,0.1214839965105056,0.1113807260990142,1019568000,0.04493453290289806,0.16624264057841698,0.42660522886281904,0.4951877042032282,0.09969611052009789,0.09139999960150033,0.10461522019084551,0.0962326084436638,1,69.55043408637567,0.06688109348494328,0.06113340375317394,402870857.14285713,1.9836275630794946,0.005983206064059277,0.0011483926754923158,0.12325901764738445,1,0.035370939987265704
2000-02-17,0.1213539987802505,0.1265629976987838,0.1195309981703758,0.1257809996604919,0.1153203547000885,535776000,0.03475975863174489,0.04094905817517658,0.22588785527209,0.5236577953205885,0.10428233279122241,0.09288809483959556,0.1088483760847748,0.09891882582701181,1,71.61658878955328,0.06466672221856755,0.06113466265528069,427251428.5714286,0.35390805739939074,0.007506344453156552,0.002419983031025163,0.09110273402977409,1,0.11594759874991412
2000-02-18,0.1239579990506172,0.1421879976987838,0.1230470016598701,0.1403650045394897,0.128691479563713,960864000,0.10970390833155441,0.2085220900166347,0.3474997385748635,0.6610260438373283,0.11106766677565039,0.09508304759150454,0.11515170177571778,0.10268666025541888,1,77.25715117792069,0.06635596325964814,0.06446512788212833,482856000.0,1.4545740718030553,0.009777540509569818,0.0038914945267340944,-0.03153920661895404,0,-0.027834644198096448
2000-02-22,0.1359380036592483,0.1377599984407425,0.1312499940395355,0.1364579945802688,0.1251093447208404,542496000,-0.028229369852556734,0.12325901764738445,0.12931063771328177,0.7208469028135975,0.11699933310349778,0.09714157098815548,0.11941296033662799,0.10575678155767795,1,73.06789594950266,0.06889521106060878,0.06497049792561754,514964571.4285714,0.08910626723145022,0.011133872346086024,0.005339970090604481,-0.06583710627121409,0,0.005730686873256063
2000-02-23,0.1348959952592849,0.1386719942092895,0.1332029998302459,0.1372399926185608,0.1258263736963272,511392000,0.00571432895223133,0.09110273402977409,0.18161619598415601,0.6520409342925928,0.12278644326660364,0.09943571331955131,0.12297836679301455,0.10861889165412185,1,73.37904437017275,0.06942057277865453,0.06339330803876814,540846857.1428572,-0.10136150306142212,0.012132025368108215,0.0066983811461052275,-0.07779798523781767,0,-0.009486950082627787
2000-02-24,0.1380210071802139,0.138932004570961,0.1302080005407333,0.1359380036592483,0.1246326863765716,244320000,-0.009532237849683768,-0.03153920661895404,0.11897869319349197,0.5963408546959199,0.12649022125535536,0.10170509453330717,0.1255702941662613,0.11110244729095152,1,71.88985057025174,0.0703540932070253,0.06341003766151598,550566857.1428572,-1.1057233617331272,0.012671935022589467,0.007893091921402076,-0.01916319225400054,0,-0.06226374039546645
2000-02-25,0.1360680013895034,0.1360680013895034,0.1218750029802322,0.1274739950895309,0.1168725490570068,278736000,-0.06428654264198316,-0.06583710627121409,0.013459866224697858,0.24238814181053425,0.12907988743649584,0.10374504682563596,0.12595103435091523,0.1125907698180951,1,62.946428302997354,0.07525841710669016,0.06467464709696205,561641142.8571428,-1.0829440967708137,0.012275340079398303,0.00876954155300132,0.015320817311317736,1,-0.007146535182389613
2000-02-28,0.1268229931592941,0.1281249970197677,0.1244790032505989,0.1265629976987838,0.1160373091697692,517872000,-0.00717219398572275,-0.07779798523781767,-0.0983294011636846,0.21500089621257557,0.12971655362182188,0.10595242750077014,0.12607342702048896,0.11386097235270316,1,62.05165047240699,0.07130264199316712,0.06281014570020682,583097142.8571428,-0.2690170743232022,0.011752055473597492,0.009366044337120556,-0.046301059198334715,0,0.053491146581639226
